1,Algeria
1,Bahrain
1,Belize
1,Cape Verde
1,Chad
1,Gambia
1,Guinea
1,Mali
1,Marshall Islands
1,Mauritius
1,Monaco
1,Nauru
1,Nepal
1,Netherlands Antilles
1,Nicaragua
1,Niger
1,Palau
1,Peru
1,Rwanda
1,Saint Kitts and Nevis
1,Samoa
1,Seychelles
1,Sierra Leone
1,Somalia
1,Togo
1,Uganda
2,Bangladesh
2,Bolivia
2,Botswana
2,Brunei
2,Cote d'Ivoire
2,Gabon
2,Guyana
2,Haiti
2,Kuwait
2,Liberia
2,Malta
2,Mozambique
2,Nigeria
2,Oman
2,Poland
2,Romania
2,Saint Lucia
2,Sri Lanka
2,Zimbabwe
3,Barbados
3,Cameroon
3,Cyprus
3,Dominica
3,Fiji
3,Greece
3,Luxembourg
3,Panama
3,Zambia
4,Bahamas
4,Dominican Republic
4,Hungary
4,Kenya
4,New Zealand
4,Senegal
4,Sudan
4,Sweden
4,Tunisia
4,Uruguay
5,Denmark
5,Ecuador
5,Grenada
5,India
5,Jamaica
5,Morocco
5,Serbia
5,Thailand
6,Colombia
6,Democratic Republic of the Congo
6,Guatemala
6,Indonesia
6,Malaysia
6,Saudi Arabia
6,Syria
6,Venezuela
7,Pakistan
7,Singapore
7,Switzerland
7,Turkey
8,Argentina
8,Lebanon
9,Austria
9,Brazil
9,China
9,Honduras
9,Ireland
9,Netherlands
9,Norway
9,Philippines
10,Holy See (Vatican City)
10,Iceland
11,Finland
11,Russia
12,Australia
13,Costa Rica
13,South Korea
14,Portugal
15,El Salvador
18,Jordan
18,Spain
26,Japan
26,Mexico
27,Egypt
28,France
28,Italy
34,Canada
35,Belgium
37,Israel
40,Germany
45,United Kingdom
